name,nation,position,age,matches_played,minutes_played,goals,assists,penalties_scored,yellow_cards,red_cards,team_name
Jakub Surovcík,Slovakia,GOALKEEPER,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sparta Praha
James Norris,England,MIDFIELDER,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
Yehor Nazaryna,Ukraine,MIDFIELDER,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shakhtar
Samuel Soares,Portugal,GOALKEEPER,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benfica
Vitězslav Jaroš,Czechia,GOALKEEPER,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
Sergiño Dest,USA,DEFENDER,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PSV
Vladan Kovacević,Serbia,GOALKEEPER,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sporting CP
Maik Nawrocki,Poland,DEFENDER,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Celtic
Marcel Lotka,Germany,GOALKEEPER,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B. Dortmund
Arnau Tenas,Spain,GOALKEEPER,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paris
Viljami Sinisalo,Finland,GOALKEEPER,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Celtic
Martin Trnovský,Slovakia,GOALKEEPER,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S. Bratislava
Stephen Welsh,Scotland,DEFENDER,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Celtic
Emir Karic,Austria,MIDFIELDER,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sturm Graz
Marco Sportiello,Italy,GOALKEEPER,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Milan
Marian Shved,Ukraine,MIDFIELDER,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shakhtar
Dario Marzino,Switzerland,GOALKEEPER,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Young Boys
Marc-Aurèle Caillard,France,GOALKEEPER,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lille
Nordin Jackers,Belgium,GOALKEEPER,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Brugge
Jesús Vallejo,Spain,DEFENDER,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real Madrid
Vojtěch Vorel,Czechia,GOALKEEPER,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sparta Praha
Ivan Filipović,Croatia,GOALKEEPER,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GNK Dinamo
Robin Olsen,Sweden,GOALKEEPER,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
Milan Škriniar,Slovakia,DEFENDER,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paris
Niklas Lomb,Germany,GOALKEEPER,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leverkusen
Raffaele Di Gennaro,Italy,GOALKEEPER,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inter
Francesco Rossi,Italy,GOALKEEPER,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atalanta
Scott Bain,Scotland,GOALKEEPER,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Celtic
Carlo Pinsoglio,Italy,GOALKEEPER,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Juventus
Vito Mannone,Italy,GOALKEEPER,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lille
